 # xb yb zb ideal background shim total error
# 8       697
# 8       697
-0.66000000E+00  0.48000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
-0.60000000E+00  0.48000000E+00  0.00000000E+00  0.25085098E+01  0.25167549E+01  0.00000000E+00  0.25167549E+01  0.82451200E-02
-0.54000000E+00  0.48000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
-0.48000000E+00  0.48000000E+00  0.00000000E+00  0.25175993E+01  0.25212996E+01  0.00000000E+00  0.25212996E+01  0.37003700E-02
-0.42000000E+00  0.48000000E+00  0.00000000E+00  0.25220795E+01  0.25235397E+01  0.00000000E+00  0.25235397E+01  0.14602700E-02
-0.36000000E+00  0.48000000E+00  0.00000000E+00  0.25263417E+01  0.25256709E+01  0.00000000E+00  0.25256709E+01 -0.67085000E-03
-0.30000000E+00  0.48000000E+00  0.00000000E+00  0.25302483E+01  0.25276241E+01  0.00000000E+00  0.25276241E+01 -0.26241300E-02
-0.24000000E+00  0.48000000E+00  0.00000000E+00  0.25336646E+01  0.25293323E+01  0.00000000E+00  0.25293323E+01 -0.43323100E-02
-0.18000000E+00  0.48000000E+00  0.00000000E+00  0.25364672E+01  0.25307336E+01  0.00000000E+00  0.25307336E+01 -0.57336000E-02
-0.12000000E+00  0.48000000E+00  0.00000000E+00  0.25385506E+01  0.25317753E+01  0.00000000E+00  0.25317753E+01 -0.67753200E-02
-0.60000000E-01  0.48000000E+00  0.00000000E+00  0.25398344E+01  0.25324172E+01  0.00000000E+00  0.25324172E+01 -0.74172100E-02
 0.00000000E+00  0.48000000E+00  0.00000000E+00  0.25402681E+01  0.25326340E+01  0.00000000E+00  0.25326340E+01 -0.76340600E-02
 0.60000000E-01  0.48000000E+00  0.00000000E+00  0.25398344E+01  0.25324172E+01  0.00000000E+00  0.25324172E+01 -0.74172100E-02
 0.12000000E+00  0.48000000E+00  0.00000000E+00  0.25385506E+01  0.25317753E+01  0.00000000E+00  0.25317753E+01 -0.67753200E-02
 0.18000000E+00  0.48000000E+00  0.00000000E+00  0.25364672E+01  0.25307336E+01  0.00000000E+00  0.25307336E+01 -0.57336000E-02
 0.24000000E+00  0.48000000E+00  0.00000000E+00  0.25336646E+01  0.25293323E+01  0.00000000E+00  0.25293323E+01 -0.43323100E-02
 0.30000000E+00  0.48000000E+00  0.00000000E+00  0.25302483E+01  0.25276241E+01  0.00000000E+00  0.25276241E+01 -0.26241300E-02
 0.36000000E+00  0.48000000E+00  0.00000000E+00  0.25263417E+01  0.25256709E+01  0.00000000E+00  0.25256709E+01 -0.67085000E-03
 0.42000000E+00  0.48000000E+00  0.00000000E+00  0.25220795E+01  0.25235397E+01  0.00000000E+00  0.25235397E+01  0.14602700E-02
 0.48000000E+00  0.48000000E+00  0.00000000E+00  0.25175993E+01  0.25212996E+01  0.00000000E+00  0.25212996E+01  0.37003700E-02
 0.54000000E+00  0.48000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
 0.60000000E+00  0.48000000E+00  0.00000000E+00  0.25085098E+01  0.25167549E+01  0.00000000E+00  0.25167549E+01  0.82451200E-02
 0.66000000E+00  0.48000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
 0.72000000E+00  0.48000000E+00  0.00000000E+00  0.24999907E+01  0.25124954E+01  0.00000000E+00  0.25124954E+01  0.12504660E-01
-0.66000000E+00  0.54000000E+00  0.00000000E+00  0.25010106E+01  0.25130053E+01  0.00000000E+00  0.25130053E+01  0.11994710E-01
-0.60000000E+00  0.54000000E+00  0.00000000E+00  0.25049193E+01  0.25149597E+01  0.00000000E+00  0.25149597E+01  0.10040360E-01
-0.54000000E+00  0.54000000E+00  0.00000000E+00  0.25089596E+01  0.25169798E+01  0.00000000E+00  0.25169798E+01  0.80202300E-02
-0.48000000E+00  0.54000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
-0.42000000E+00  0.54000000E+00  0.00000000E+00  0.25170350E+01  0.25210175E+01  0.00000000E+00  0.25210175E+01  0.39824800E-02
-0.36000000E+00  0.54000000E+00  0.00000000E+00  0.25208406E+01  0.25229203E+01  0.00000000E+00  0.25229203E+01  0.20797000E-02
-0.30000000E+00  0.54000000E+00  0.00000000E+00  0.25243286E+01  0.25246643E+01  0.00000000E+00  0.25246643E+01  0.33572000E-03
-0.24000000E+00  0.54000000E+00  0.00000000E+00  0.25273789E+01  0.25261894E+01  0.00000000E+00  0.25261894E+01 -0.11894400E-02
-0.18000000E+00  0.54000000E+00  0.00000000E+00  0.25298812E+01  0.25274406E+01  0.00000000E+00  0.25274406E+01 -0.24405800E-02
-0.12000000E+00  0.54000000E+00  0.00000000E+00  0.25317414E+01  0.25283707E+01  0.00000000E+00  0.25283707E+01 -0.33706900E-02
-0.60000000E-01  0.54000000E+00  0.00000000E+00  0.25328876E+01  0.25289438E+01  0.00000000E+00  0.25289438E+01 -0.39438100E-02
 0.00000000E+00  0.54000000E+00  0.00000000E+00  0.25332748E+01  0.25291374E+01  0.00000000E+00  0.25291374E+01 -0.41374200E-02
 0.60000000E-01  0.54000000E+00  0.00000000E+00  0.25328876E+01  0.25289438E+01  0.00000000E+00  0.25289438E+01 -0.39438100E-02
 0.12000000E+00  0.54000000E+00  0.00000000E+00  0.25317414E+01  0.25283707E+01  0.00000000E+00  0.25283707E+01 -0.33706900E-02
 0.18000000E+00  0.54000000E+00  0.00000000E+00  0.25298812E+01  0.25274406E+01  0.00000000E+00  0.25274406E+01 -0.24405800E-02
 0.24000000E+00  0.54000000E+00  0.00000000E+00  0.25273789E+01  0.25261894E+01  0.00000000E+00  0.25261894E+01 -0.11894400E-02
 0.30000000E+00  0.54000000E+00  0.00000000E+00  0.25243286E+01  0.25246643E+01  0.00000000E+00  0.25246643E+01  0.33572000E-03
 0.36000000E+00  0.54000000E+00  0.00000000E+00  0.25208406E+01  0.25229203E+01  0.00000000E+00  0.25229203E+01  0.20797000E-02
 0.42000000E+00  0.54000000E+00  0.00000000E+00  0.25170350E+01  0.25210175E+01  0.00000000E+00  0.25210175E+01  0.39824800E-02
 0.48000000E+00  0.54000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
 0.54000000E+00  0.54000000E+00  0.00000000E+00  0.25089596E+01  0.25169798E+01  0.00000000E+00  0.25169798E+01  0.80202300E-02
 0.60000000E+00  0.54000000E+00  0.00000000E+00  0.25049193E+01  0.25149597E+01  0.00000000E+00  0.25149597E+01  0.10040360E-01
 0.66000000E+00  0.54000000E+00  0.00000000E+00  0.25010106E+01  0.25130053E+01  0.00000000E+00  0.25130053E+01  0.11994710E-01
-0.66000000E+00  0.60000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
-0.60000000E+00  0.60000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01  0.00000000E+00  0.25131799E+01  0.11820150E-01
-0.54000000E+00  0.60000000E+00  0.00000000E+00  0.25049193E+01  0.25149597E+01  0.00000000E+00  0.25149597E+01  0.10040360E-01
-0.48000000E+00  0.60000000E+00  0.00000000E+00  0.25085098E+01  0.25167549E+01  0.00000000E+00  0.25167549E+01  0.82451200E-02
-0.42000000E+00  0.60000000E+00  0.00000000E+00  0.25120340E+01  0.25185170E+01  0.00000000E+00  0.25185170E+01  0.64829900E-02
-0.36000000E+00  0.60000000E+00  0.00000000E+00  0.25153868E+01  0.25201934E+01  0.00000000E+00  0.25201934E+01  0.48065900E-02
-0.30000000E+00  0.60000000E+00  0.00000000E+00  0.25184598E+01  0.25217299E+01  0.00000000E+00  0.25217299E+01  0.32700900E-02
-0.24000000E+00  0.60000000E+00  0.00000000E+00  0.25211472E+01  0.25230736E+01  0.00000000E+00  0.25230736E+01  0.19263800E-02
-0.18000000E+00  0.60000000E+00  0.00000000E+00  0.25233518E+01  0.25241759E+01  0.00000000E+00  0.25241759E+01  0.82410000E-03
-0.12000000E+00  0.60000000E+00  0.00000000E+00  0.25249907E+01  0.25249954E+01  0.00000000E+00  0.25249954E+01  0.46600000E-05
-0.60000000E-01  0.60000000E+00  0.00000000E+00  0.25260006E+01  0.25255003E+01  0.00000000E+00  0.25255003E+01 -0.50028000E-03
 0.00000000E+00  0.60000000E+00  0.00000000E+00  0.25263417E+01  0.25256709E+01  0.00000000E+00  0.25256709E+01 -0.67085000E-03
 0.60000000E-01  0.60000000E+00  0.00000000E+00  0.25260006E+01  0.25255003E+01  0.00000000E+00  0.25255003E+01 -0.50028000E-03
 0.12000000E+00  0.60000000E+00  0.00000000E+00  0.25249907E+01  0.25249954E+01  0.00000000E+00  0.25249954E+01  0.46600000E-05
 0.18000000E+00  0.60000000E+00  0.00000000E+00  0.25233518E+01  0.25241759E+01  0.00000000E+00  0.25241759E+01  0.82410000E-03
 0.24000000E+00  0.60000000E+00  0.00000000E+00  0.25211472E+01  0.25230736E+01  0.00000000E+00  0.25230736E+01  0.19263800E-02
 0.30000000E+00  0.60000000E+00  0.00000000E+00  0.25184598E+01  0.25217299E+01  0.00000000E+00  0.25217299E+01  0.32700900E-02
 0.36000000E+00  0.60000000E+00  0.00000000E+00  0.25153868E+01  0.25201934E+01  0.00000000E+00  0.25201934E+01  0.48065900E-02
 0.42000000E+00  0.60000000E+00  0.00000000E+00  0.25120340E+01  0.25185170E+01  0.00000000E+00  0.25185170E+01  0.64829900E-02
 0.48000000E+00  0.60000000E+00  0.00000000E+00  0.25085098E+01  0.25167549E+01  0.00000000E+00  0.25167549E+01  0.82451200E-02
 0.54000000E+00  0.60000000E+00  0.00000000E+00  0.25049193E+01  0.25149597E+01  0.00000000E+00  0.25149597E+01  0.10040360E-01
 0.60000000E+00  0.60000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01  0.00000000E+00  0.25131799E+01  0.11820150E-01
 0.66000000E+00  0.60000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
-0.60000000E+00  0.66000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
-0.54000000E+00  0.66000000E+00  0.00000000E+00  0.25010106E+01  0.25130053E+01  0.00000000E+00  0.25130053E+01  0.11994710E-01
-0.48000000E+00  0.66000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
-0.42000000E+00  0.66000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01  0.00000000E+00  0.25160979E+01  0.89020800E-02
-0.36000000E+00  0.66000000E+00  0.00000000E+00  0.25101106E+01  0.25175553E+01  0.00000000E+00  0.25175553E+01  0.74446900E-02
-0.30000000E+00  0.66000000E+00  0.00000000E+00  0.25127822E+01  0.25188911E+01  0.00000000E+00  0.25188911E+01  0.61089300E-02
-0.24000000E+00  0.66000000E+00  0.00000000E+00  0.25151185E+01  0.25200592E+01  0.00000000E+00  0.25200592E+01  0.49407700E-02
-0.18000000E+00  0.66000000E+00  0.00000000E+00  0.25170350E+01  0.25210175E+01  0.00000000E+00  0.25210175E+01  0.39824800E-02
-0.12000000E+00  0.66000000E+00  0.00000000E+00  0.25184598E+01  0.25217299E+01  0.00000000E+00  0.25217299E+01  0.32700900E-02
-0.60000000E-01  0.66000000E+00  0.00000000E+00  0.25193378E+01  0.25221689E+01  0.00000000E+00  0.25221689E+01  0.28311100E-02
 0.00000000E+00  0.66000000E+00  0.00000000E+00  0.25196343E+01  0.25223172E+01  0.00000000E+00  0.25223172E+01  0.26828300E-02
 0.60000000E-01  0.66000000E+00  0.00000000E+00  0.25193378E+01  0.25221689E+01  0.00000000E+00  0.25221689E+01  0.28311100E-02
 0.12000000E+00  0.66000000E+00  0.00000000E+00  0.25184598E+01  0.25217299E+01  0.00000000E+00  0.25217299E+01  0.32700900E-02
 0.18000000E+00  0.66000000E+00  0.00000000E+00  0.25170350E+01  0.25210175E+01  0.00000000E+00  0.25210175E+01  0.39824800E-02
 0.24000000E+00  0.66000000E+00  0.00000000E+00  0.25151185E+01  0.25200592E+01  0.00000000E+00  0.25200592E+01  0.49407700E-02
 0.30000000E+00  0.66000000E+00  0.00000000E+00  0.25127822E+01  0.25188911E+01  0.00000000E+00  0.25188911E+01  0.61089300E-02
 0.36000000E+00  0.66000000E+00  0.00000000E+00  0.25101106E+01  0.25175553E+01  0.00000000E+00  0.25175553E+01  0.74446900E-02
 0.42000000E+00  0.66000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01  0.00000000E+00  0.25160979E+01  0.89020800E-02
 0.48000000E+00  0.66000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
 0.54000000E+00  0.66000000E+00  0.00000000E+00  0.25010106E+01  0.25130053E+01  0.00000000E+00  0.25130053E+01  0.11994710E-01
 0.60000000E+00  0.66000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
-0.48000000E+00  0.72000000E+00  0.00000000E+00  0.24999907E+01  0.25124954E+01  0.00000000E+00  0.25124954E+01  0.12504660E-01
-0.42000000E+00  0.72000000E+00  0.00000000E+00  0.25026190E+01  0.25138095E+01  0.00000000E+00  0.25138095E+01  0.11190500E-01
-0.36000000E+00  0.72000000E+00  0.00000000E+00  0.25051194E+01  0.25150597E+01  0.00000000E+00  0.25150597E+01  0.99402900E-02
-0.30000000E+00  0.72000000E+00  0.00000000E+00  0.25074112E+01  0.25162056E+01  0.00000000E+00  0.25162056E+01  0.87944100E-02
-0.24000000E+00  0.72000000E+00  0.00000000E+00  0.25094154E+01  0.25172077E+01  0.00000000E+00  0.25172077E+01  0.77923100E-02
-0.18000000E+00  0.72000000E+00  0.00000000E+00  0.25110595E+01  0.25180298E+01  0.00000000E+00  0.25180298E+01  0.69702600E-02
-0.12000000E+00  0.72000000E+00  0.00000000E+00  0.25122817E+01  0.25186409E+01  0.00000000E+00  0.25186409E+01  0.63591400E-02
-0.60000000E-01  0.72000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
 0.00000000E+00  0.72000000E+00  0.00000000E+00  0.25132893E+01  0.25191446E+01  0.00000000E+00  0.25191446E+01  0.58553500E-02
 0.60000000E-01  0.72000000E+00  0.00000000E+00  0.25130349E+01  0.25190174E+01  0.00000000E+00  0.25190174E+01  0.59825600E-02
 0.12000000E+00  0.72000000E+00  0.00000000E+00  0.25122817E+01  0.25186409E+01  0.00000000E+00  0.25186409E+01  0.63591400E-02
 0.18000000E+00  0.72000000E+00  0.00000000E+00  0.25110595E+01  0.25180298E+01  0.00000000E+00  0.25180298E+01  0.69702600E-02
 0.24000000E+00  0.72000000E+00  0.00000000E+00  0.25094154E+01  0.25172077E+01  0.00000000E+00  0.25172077E+01  0.77923100E-02
 0.30000000E+00  0.72000000E+00  0.00000000E+00  0.25074112E+01  0.25162056E+01  0.00000000E+00  0.25162056E+01  0.87944100E-02
 0.36000000E+00  0.72000000E+00  0.00000000E+00  0.25051194E+01  0.25150597E+01  0.00000000E+00  0.25150597E+01  0.99402900E-02
 0.42000000E+00  0.72000000E+00  0.00000000E+00  0.25026190E+01  0.25138095E+01  0.00000000E+00  0.25138095E+01  0.11190500E-01
 0.48000000E+00  0.72000000E+00  0.00000000E+00  0.24999907E+01  0.25124954E+01  0.00000000E+00  0.25124954E+01  0.12504660E-01
-0.42000000E+00  0.78000000E+00  0.00000000E+00  0.24983790E+01  0.25116895E+01  0.00000000E+00  0.25116895E+01  0.13310510E-01
-0.36000000E+00  0.78000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01  0.00000000E+00  0.25127478E+01  0.12252230E-01
-0.30000000E+00  0.78000000E+00  0.00000000E+00  0.25024355E+01  0.25137177E+01  0.00000000E+00  0.25137177E+01  0.11282270E-01
-0.24000000E+00  0.78000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
-0.18000000E+00  0.78000000E+00  0.00000000E+00  0.25055237E+01  0.25152618E+01  0.00000000E+00  0.25152618E+01  0.97381500E-02
-0.12000000E+00  0.78000000E+00  0.00000000E+00  0.25065583E+01  0.25157792E+01  0.00000000E+00  0.25157792E+01  0.92208400E-02
-0.60000000E-01  0.78000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01  0.00000000E+00  0.25160979E+01  0.89020800E-02
 0.00000000E+00  0.78000000E+00  0.00000000E+00  0.25074112E+01  0.25162056E+01  0.00000000E+00  0.25162056E+01  0.87944100E-02
 0.60000000E-01  0.78000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01  0.00000000E+00  0.25160979E+01  0.89020800E-02
 0.12000000E+00  0.78000000E+00  0.00000000E+00  0.25065583E+01  0.25157792E+01  0.00000000E+00  0.25157792E+01  0.92208400E-02
 0.18000000E+00  0.78000000E+00  0.00000000E+00  0.25055237E+01  0.25152618E+01  0.00000000E+00  0.25152618E+01  0.97381500E-02
 0.24000000E+00  0.78000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01  0.00000000E+00  0.25145660E+01  0.10434000E-01
 0.30000000E+00  0.78000000E+00  0.00000000E+00  0.25024355E+01  0.25137177E+01  0.00000000E+00  0.25137177E+01  0.11282270E-01
 0.36000000E+00  0.78000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01  0.00000000E+00  0.25127478E+01  0.12252230E-01
 0.42000000E+00  0.78000000E+00  0.00000000E+00  0.24983790E+01  0.25116895E+01  0.00000000E+00  0.25116895E+01  0.13310510E-01
-0.30000000E+00  0.84000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
-0.24000000E+00  0.84000000E+00  0.00000000E+00  0.24993331E+01  0.25121665E+01  0.00000000E+00  0.25121665E+01  0.12833460E-01
-0.18000000E+00  0.84000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01  0.00000000E+00  0.25127478E+01  0.12252230E-01
-0.12000000E+00  0.84000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01  0.00000000E+00  0.25131799E+01  0.11820150E-01
-0.60000000E-01  0.84000000E+00  0.00000000E+00  0.25018922E+01  0.25134461E+01  0.00000000E+00  0.25134461E+01  0.11553890E-01
 0.00000000E+00  0.84000000E+00  0.00000000E+00  0.25020721E+01  0.25135360E+01  0.00000000E+00  0.25135360E+01  0.11463950E-01
 0.60000000E-01  0.84000000E+00  0.00000000E+00  0.25018922E+01  0.25134461E+01  0.00000000E+00  0.25134461E+01  0.11553890E-01
 0.12000000E+00  0.84000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01  0.00000000E+00  0.25131799E+01  0.11820150E-01
 0.18000000E+00  0.84000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01  0.00000000E+00  0.25127478E+01  0.12252230E-01
 0.24000000E+00  0.84000000E+00  0.00000000E+00  0.24993331E+01  0.25121665E+01  0.00000000E+00  0.25121665E+01  0.12833460E-01
 0.30000000E+00  0.84000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01  0.00000000E+00  0.25114580E+01  0.13541990E-01
